"GSM87863" "GSM87887" "GSM87896" "GSM87934" "GSM87943" "GSM87853" "GSM87906" "GSM87920" "GSM87924" "GSM87858" "GSM87882" "GSM87891" "GSM87917" "GSM87929" "GSM87948" "GSM87868" "GSM87873" "GSM87901" "GSM87910" "GSM87938" "GSM87953" "GSM87864" "GSM87888" "GSM87897" "GSM87935" "GSM87944" "GSM87854" "GSM87878" "GSM87907" "GSM87921" "GSM87925" "GSM87957" "GSM87859" "GSM87883" "GSM87892" "GSM87930" "GSM87949" "GSM87869" "GSM87874" "GSM87902" "GSM87911" "GSM87939" "GSM87954" "GSM87865" "GSM87889" "GSM87898" "GSM87915" "GSM87936" "GSM87945" "GSM87855" "GSM87879" "GSM87922" "GSM87926" "GSM87958" "GSM87860" "GSM87884" "GSM87893" "GSM87918" "GSM87931" "GSM87950" "GSM87870" "GSM87875" "GSM87903" "GSM87912" "GSM87940" "GSM87866" "GSM87899" "GSM87937" "GSM87946" "GSM87856" "GSM87880" "GSM87908" "GSM87923" "GSM87927" "GSM87959" "GSM87861" "GSM87885" "GSM87894" "GSM87932" "GSM87951" "GSM87871" "GSM87876" "GSM87904" "GSM87913" "GSM87941" "GSM87955" "GSM87867" "GSM87890" "GSM87900" "GSM87916" "GSM87947" "GSM87857" "GSM87881" "GSM87909" "GSM87928" "GSM87960" "GSM87862" "GSM87886" "GSM87895" "GSM87919" "GSM87933" "GSM87952" "GSM87872" "GSM87877" "GSM87905" "GSM87914" "GSM87942" "GSM87956"
"6967" "3.66471" "3.99357" "3.81218" "3.9366" "3.91443" "3.87042" "3.94375" "4.01487" "3.72795" "3.77164" "3.9737" "3.98513" "3.87113" "3.82374" "3.89468" "3.9155" "3.89002" "4.27868" "3.98117" "3.76237" "3.78292" "3.97698" "3.9279" "3.89155" "3.89693" "4.30726" "4.06261" "3.92836" "3.85893" "4.0562" "3.78772" "4.01107" "3.88273" "3.9681" "3.87729" "3.81493" "3.92019" "3.92642" "3.92156" "3.79179" "3.90247" "4.03785" "3.97404" "3.98598" "3.73569" "4.00027" "3.51523" "3.9983" "3.86042" "4.15231" "4.01131" "3.95986" "3.9753" "4.0874" "3.99319" "3.92063" "4.01586" "3.70984" "4.01107" "3.89692" "3.85076" "3.74183" "4.0944" "3.80182" "4.09852" "3.79847" "3.78452" "3.93619" "3.68771" "3.81526" "3.89968" "3.77317" "3.90442" "3.91383" "3.87226" "4.00976" "3.88832" "4.01541" "4.02815" "4.10955" "4.03736" "3.95094" "3.9503" "3.84237" "4.03447" "3.97094" "4.0046" "3.62852" "4.13738" "3.96922" "3.8541" "3.8459" "3.88502" "3.6923" "3.90235" "4.17921" "4.18014" "3.78082" "4.00412" "3.86878" "3.94025" "3.57119" "3.72713" "3.89256" "3.91022" "3.93488" "3.73106" "4.08934"
"6968" "5.46126" "5.64425" "5.5405" "6.01824" "5.54438" "5.35777" "5.40546" "5.92204" "5.68756" "5.41681" "5.63705" "5.12205" "6.17182" "5.40166" "5.37335" "5.84623" "5.34217" "5.56074" "5.99755" "5.70916" "6.29347" "5.57028" "5.72223" "5.72644" "5.62089" "6.11671" "5.54889" "5.59499" "5.75726" "5.99961" "5.61624" "6.37362" "5.43666" "5.73006" "5.33036" "5.40791" "6.3467" "5.6765" "5.485" "5.68725" "5.93025" "5.71408" "6.58022" "5.77131" "5.22631" "5.98615" "5.9161" "5.83126" "5.41459" "5.50379" "5.72735" "6.20614" "5.8073" "6.43166" "5.25794" "5.7954" "5.49948" "5.59437" "6.10921" "6.02462" "5.53745" "5.44193" "5.6158" "5.86384" "5.45469" "5.79663" "5.75866" "5.60847" "5.61739" "5.34009" "5.52092" "5.78607" "5.73002" "5.71471" "5.84891" "5.4982" "5.51008" "5.3899" "5.85798" "5.85937" "5.56618" "5.69008" "5.26055" "5.73439" "5.57649" "6.26976" "5.68441" "5.42227" "5.60811" "5.78034" "5.57752" "5.369" "5.71603" "5.87339" "5.78556" "5.99287" "5.65873" "5.63154" "5.69242" "5.69228" "6.08068" "6.18813" "5.44755" "5.61946" "5.97456" "6.13991" "5.74533" "6.26481"
"7018" "3.90145" "4.29877" "4.23878" "4.33723" "3.97263" "3.92818" "4.12369" "4.11895" "3.98712" "4.01112" "4.46283" "3.98311" "4.22393" "4.27701" "4.15473" "4.09218" "4.11432" "3.9332" "4.00148" "4.37867" "4.32496" "3.89208" "4.37852" "3.9473" "4.22132" "4.08875" "3.85668" "4.13315" "4.03393" "4.07971" "4.34821" "3.8472" "4.15473" "4.24227" "4.0361" "4.29041" "3.96969" "3.98306" "4.39034" "3.91729" "4.18734" "4.64681" "4.11586" "4.05495" "4.06438" "4.08091" "4.3868" "4.36437" "4.46323" "3.88644" "4.11259" "4.39959" "4.59121" "4.14426" "3.99386" "4.29227" "4.15473" "3.98749" "4.40751" "4.26525" "3.97331" "4.15341" "3.98269" "3.98318" "4.41218" "3.94453" "3.80809" "4.18366" "4.20339" "3.90551" "4.24063" "4.00434" "4.32755" "4.03958" "4.09806" "3.93805" "4.36681" "3.6467" "3.91185" "3.82629" "4.20995" "3.99736" "3.99161" "4.08809" "4.20376" "3.97173" "3.93605" "4.40007" "4.15849" "4.61521" "4.06567" "3.95787" "4.25827" "4.27311" "4.20537" "4.03704" "3.97412" "3.95617" "4.04885" "4.1607" "4.46559" "4.79114" "4.10982" "4.01487" "4.0018" "4.25473" "4.75002" "4.22691"
"7019" "3.68032" "3.70868" "3.84873" "3.76871" "3.81984" "3.82309" "3.63317" "3.77594" "3.87446" "3.82883" "3.88374" "3.90237" "3.66427" "4.0017" "3.75957" "3.82614" "3.95987" "3.86634" "3.63961" "3.83114" "3.83776" "3.78185" "3.88791" "3.80924" "3.90145" "3.81735" "3.59882" "3.81529" "3.70249" "3.75297" "3.8135" "3.58841" "4.08817" "3.7621" "3.8841" "3.91864" "3.7301" "3.66518" "3.92782" "3.82497" "3.9614" "3.99761" "3.6729" "3.78074" "3.9695" "3.69101" "3.8085" "3.75651" "4.07676" "4.06999" "3.73461" "3.61938" "4.02112" "3.64803" "3.95496" "3.81529" "3.83128" "3.77175" "3.81135" "3.9474" "3.66337" "3.95992" "3.86607" "3.87023" "3.85124" "3.79843" "3.83666" "3.87871" "3.87314" "3.73516" "3.63715" "3.78112" "3.93411" "3.74799" "3.65055" "3.92906" "3.818" "3.75894" "3.71211" "3.56327" "3.72899" "3.73085" "3.69241" "3.70224" "3.62676" "3.63728" "3.75148" "3.80909" "3.703" "4.06257" "3.81575" "4.13124" "3.98568" "3.85055" "3.8476" "3.39292" "3.90907" "3.82257" "3.90167" "3.79202" "4.07281" "3.44579" "3.6688" "3.97595" "3.73125" "3.93493" "3.58184" "3.76162"
"7047" "4.60261" "5.14567" "4.99526" "5.02014" "4.9832" "4.70738" "5.04692" "4.99536" "5.10585" "4.92105" "5.36946" "5.24625" "4.98282" "4.86486" "4.80021" "4.79898" "5.23366" "5.14706" "4.71772" "5.03156" "4.7022" "4.59821" "4.838" "4.63217" "4.89677" "4.58261" "4.94156" "4.8401" "5.0418" "5.21846" "4.72892" "4.7939" "4.88824" "4.60427" "5.08218" "4.94339" "4.68101" "4.53176" "5.14996" "4.88473" "4.57276" "5.21787" "4.86998" "4.62445" "4.49872" "4.54245" "4.56034" "5.01623" "4.85917" "4.78558" "4.94701" "5.58965" "5.06111" "4.71438" "4.8621" "4.51584" "4.94138" "4.87024" "5.15072" "4.82315" "5.07021" "4.98496" "5.03222" "4.73488" "5.16136" "4.48349" "4.87191" "5.08132" "4.85322" "5.00405" "5.00274" "4.93749" "4.8205" "4.99121" "4.58639" "4.9209" "4.64898" "4.43164" "4.69346" "4.47969" "4.73077" "4.85381" "4.88815" "4.83015" "4.85998" "4.63131" "4.74671" "5.03784" "5.14657" "4.94974" "4.6161" "4.85152" "5.27383" "5.04091" "4.94749" "4.83495" "5.06525" "4.66326" "4.76634" "4.51371" "5.48177" "4.79346" "5.02072" "4.66081" "4.91074" "4.76145" "4.93428" "4.81154"
"7054" "5.08665" "5.36337" "5.04007" "5.40263" "5.04067" "4.94324" "4.84193" "4.72663" "5.15339" "5.01807" "5.74835" "5.38945" "4.82828" "5.22045" "4.94681" "4.75556" "5.14455" "4.99476" "4.83524" "5.20302" "4.85027" "4.80608" "5.14381" "4.74644" "4.88508" "4.98774" "4.80245" "5.12427" "4.84537" "4.92209" "4.95597" "4.8849" "5.08438" "4.90189" "4.8354" "5.31446" "4.77492" "4.73609" "5.09571" "4.84738" "5.30028" "5.00464" "4.89785" "4.70486" "4.92152" "4.76039" "4.77376" "5.04452" "5.05861" "5.18681" "5.05524" "5.41407" "5.16722" "4.79707" "4.66122" "4.98408" "4.92774" "4.84659" "5.193" "4.87407" "4.78965" "5.19644" "5.13515" "4.90833" "4.95965" "4.80041" "4.74383" "5.04543" "5.01828" "4.73371" "5.14959" "4.77229" "5.11053" "4.94358" "4.55993" "4.83739" "5.16049" "4.98732" "4.98076" "4.96617" "4.91494" "4.98467" "5.08891" "4.85296" "5.01947" "4.6918" "5.00638" "5.09113" "5.09837" "5.34951" "4.79987" "4.80866" "4.95088" "4.84035" "4.81028" "4.95597" "5.0769" "4.76989" "4.83134" "4.83059" "5.46586" "4.71736" "5.01537" "4.84393" "4.89162" "4.95065" "4.98371" "4.84913"
"7059" "3.36622" "3.56087" "3.59899" "3.68504" "3.42638" "3.67078" "3.57445" "3.54708" "3.6483" "3.75883" "3.64108" "3.67115" "3.18025" "3.49556" "3.47994" "3.48117" "3.68848" "3.55003" "3.37282" "3.60443" "3.45229" "3.47498" "3.5499" "3.55015" "3.54294" "3.28941" "3.45639" "3.2263" "3.62445" "3.66024" "3.59577" "3.45001" "3.37943" "3.48327" "3.56187" "3.73503" "3.32942" "3.39154" "3.55124" "3.61691" "3.65147" "3.51594" "3.58106" "3.41096" "3.30887" "3.49874" "3.33975" "3.52349" "3.65358" "3.51989" "3.28574" "3.93812" "3.85387" "3.36396" "3.58262" "3.46203" "3.52909" "3.51046" "3.58806" "3.37754" "3.25878" "3.51113" "3.41854" "3.50571" "3.49819" "3.54604" "3.54943" "3.43028" "3.34575" "3.3129" "3.43836" "3.63021" "3.43787" "3.5448" "3.34849" "3.65813" "3.63989" "3.4905" "3.47976" "3.47865" "3.53752" "3.44457" "3.56027" "3.40886" "3.58264" "3.47668" "3.45345" "3.53977" "3.39393" "3.62686" "3.32022" "3.66897" "3.39951" "3.51594" "3.5273" "3.2879" "3.7387" "3.52451" "3.68154" "3.51594" "3.70648" "3.20415" "3.37838" "3.53623" "3.23623" "3.43727" "3.70732" "3.47348"
"7060" "3.78115" "3.56399" "3.52118" "3.84426" "3.50437" "3.43878" "3.61598" "3.43878" "3.63403" "3.43426" "3.63935" "3.7963" "3.4988" "3.48997" "3.51096" "3.57666" "3.43209" "3.52835" "3.23514" "3.7041" "3.61555" "3.31647" "3.76551" "3.54247" "3.42915" "3.63269" "3.42974" "3.46995" "3.59248" "3.41996" "3.59883" "3.37356" "3.47107" "3.4495" "3.51814" "3.69975" "3.46526" "3.26923" "3.67535" "3.40839" "3.69263" "3.76613" "3.22749" "3.54719" "3.53404" "3.30401" "3.36477" "3.69148" "3.53156" "3.57642" "3.40968" "3.74575" "3.64535" "3.41562" "3.35941" "3.67089" "3.71358" "3.48991" "3.75294" "3.66168" "3.65063" "3.44702" "3.43568" "3.63699" "3.54883" "3.52821" "3.50372" "3.5801" "3.28374" "3.5029" "3.40563" "3.66598" "3.50757" "3.45585" "3.46735" "3.44392" "3.29928" "3.43888" "3.27576" "3.32529" "3.38221" "3.4866" "3.67005" "3.4368" "3.55828" "3.59009" "3.33782" "3.69185" "3.54742" "3.5643" "3.46693" "3.41626" "3.59517" "3.55486" "3.63032" "3.37679" "3.31991" "3.59738" "3.67225" "3.52878" "3.73023" "3.28944" "3.48234" "3.67514" "3.60581" "3.51794" "3.42363" "3.32929"
"7074" "4.90911" "4.48149" "5.03019" "5.05179" "4.963" "4.97709" "4.82658" "4.62234" "4.80748" "4.96631" "4.68873" "5.16484" "4.67803" "5.02283" "4.7109" "4.63413" "4.90549" "4.98447" "4.67665" "5.01159" "4.65011" "4.69263" "4.55365" "4.76939" "4.9525" "4.67098" "4.69492" "4.72079" "4.94451" "4.76078" "4.71043" "4.84256" "5.05092" "4.84256" "5.29275" "5.03043" "4.5988" "4.65636" "5.19649" "4.93134" "4.60221" "5.03742" "4.70163" "4.7928" "4.84435" "4.88442" "4.52753" "5.06041" "4.84697" "4.9387" "4.95708" "4.86906" "4.81912" "4.44181" "5.02396" "4.51983" "5.00962" "4.87616" "4.85443" "4.88989" "4.73377" "4.89308" "4.88187" "4.65879" "5.01072" "4.51788" "4.74083" "5.0068" "4.49947" "5.18048" "4.78621" "5.04292" "4.60693" "4.90055" "4.83926" "4.75377" "4.85408" "4.88484" "4.48758" "4.82412" "4.82447" "4.7041" "4.89837" "4.61234" "4.74487" "4.68914" "4.80356" "4.6332" "4.92454" "4.84256" "5.01551" "4.93337" "4.82973" "4.84256" "4.74139" "4.66318" "4.87198" "4.59418" "5.04402" "4.63988" "4.96996" "4.29181" "4.85968" "4.60867" "4.88916" "4.88975" "4.78544" "4.63216"
"7086" "5.02593" "4.33804" "4.89094" "4.64395" "4.62512" "4.57469" "4.32235" "4.52724" "4.73929" "4.6827" "4.56217" "4.6255" "4.99227" "4.72157" "4.85118" "4.70652" "4.68122" "4.65218" "4.71436" "4.3902" "4.68326" "4.79801" "4.96243" "5.05502" "4.7636" "4.51786" "4.76088" "4.50834" "4.76091" "4.7623" "4.88449" "5.06748" "4.71786" "4.76616" "4.4975" "4.7636" "4.9869" "4.58706" "4.6897" "4.77899" "4.45912" "4.78168" "4.93548" "4.82368" "4.72988" "5.05366" "4.79002" "4.65075" "4.44646" "4.72888" "4.7387" "4.52813" "4.61758" "4.87612" "4.80976" "4.82051" "4.656" "5.1815" "4.63525" "4.89467" "4.75858" "4.63432" "4.7647" "4.84263" "4.80514" "4.54212" "4.75729" "4.60628" "4.90387" "4.79477" "4.75572" "4.53601" "4.81747" "4.90449" "4.56692" "4.77347" "4.85419" "4.3654" "5.11378" "5.02352" "4.86968" "4.64798" "4.78209" "4.75681" "4.66709" "5.01048" "4.73386" "4.98471" "4.82348" "4.51434" "5.11288" "4.79606" "4.50346" "4.75198" "4.96683" "4.97517" "4.64581" "4.90591" "4.85405" "4.97227" "4.68634" "4.83332" "4.89853" "5.07745" "4.72046" "5.02236" "4.62563" "5.21509"
"7087" "5.76494" "5.76567" "6.01565" "5.8645" "5.89184" "6.05824" "5.98899" "5.86218" "5.94493" "6.37877" "5.71232" "5.93204" "5.67363" "6.14597" "5.92418" "5.82714" "6.1227" "5.79183" "5.77352" "6.08999" "5.87246" "5.79149" "5.6051" "6.40365" "6.06385" "5.68794" "5.88856" "5.8314" "5.98203" "5.77201" "5.91663" "5.72388" "6.04784" "5.66398" "5.84477" "6.07341" "5.5373" "5.87329" "5.94073" "5.70755" "6.25441" "5.89356" "5.87409" "5.8169" "6.24592" "5.9548" "5.96445" "5.83896" "5.89282" "6.00987" "6.02485" "5.96136" "6.07744" "5.88595" "6.00548" "6.26944" "5.95624" "5.54521" "5.95592" "5.53876" "5.65116" "5.77915" "6.1003" "5.74252" "5.84967" "5.61921" "6.09949" "5.99642" "5.52534" "6.02417" "5.89557" "5.7223" "5.73716" "6.0178" "5.64464" "6.10955" "5.84197" "5.75134" "5.74488" "5.40064" "5.45769" "5.83959" "5.8073" "5.81828" "5.92705" "5.60829" "5.31008" "6.08893" "6.00263" "5.81319" "5.6778" "5.99349" "6.2238" "5.78131" "6.18744" "5.5015" "5.84923" "5.50858" "6.20838" "5.75896" "6.29245" "5.44118" "5.64561" "5.91614" "5.65078" "5.74944" "5.83458" "5.53565"
"7173" "4.81026" "3.79549" "5.34034" "4.6623" "4.99134" "5.07298" "4.81264" "4.61628" "4.75062" "4.94933" "4.21348" "4.9427" "4.46376" "4.95442" "4.65046" "4.664" "5.09399" "4.94033" "4.60358" "4.81256" "4.88962" "4.99571" "4.85733" "5.14507" "5.03268" "4.72787" "4.93428" "4.54149" "4.64013" "4.87347" "4.5665" "4.64377" "5.27223" "4.53503" "5.13307" "4.75858" "4.74675" "4.86554" "5.0234" "4.92852" "4.84206" "4.65736" "4.94883" "4.94453" "4.8776" "5.04471" "4.5621" "5.1914" "4.98935" "4.83749" "4.85211" "4.48914" "4.32746" "4.61167" "5.30419" "4.54572" "5.04124" "4.74129" "4.74994" "4.46468" "4.66112" "4.74456" "5.2494" "4.41357" "4.96875" "4.73277" "4.62383" "4.95198" "4.85518" "5.36939" "4.70662" "4.53708" "4.44103" "4.93304" "4.93982" "4.96509" "4.79507" "4.71546" "4.7186" "4.97725" "4.87479" "4.72544" "4.85753" "4.93761" "4.79641" "4.74175" "4.85008" "5.07636" "5.04265" "4.25321" "4.94493" "5.04902" "4.63356" "4.70869" "4.65415" "4.85709" "4.71503" "4.78099" "4.98511" "4.72013" "4.82225" "4.80071" "5.15194" "4.95408" "4.8155" "4.86595" "4.60677" "5.01222"
"7195" "4.43176" "4.75412" "4.65519" "5.27101" "4.71005" "4.42914" "4.73351" "4.90711" "4.95346" "3.98027" "4.39942" "4.59455" "5.05668" "5.37825" "4.56623" "4.37798" "4.73295" "4.64841" "4.91817" "5.05013" "4.66346" "4.41873" "4.62294" "5.26367" "5.86791" "4.59822" "4.40167" "4.77819" "5.10837" "5.6504" "4.97831" "5.04722" "4.55285" "4.56483" "4.44926" "5.2583" "4.7508" "4.61224" "4.71414" "4.76893" "4.55054" "5.28206" "4.95881" "4.49767" "4.57958" "4.99076" "4.74628" "5.64576" "4.63724" "4.45692" "4.40001" "5.1063" "5.15579" "5.00441" "4.10844" "4.59026" "4.4872" "5.10486" "5.68694" "4.93424" "4.45496" "4.59023" "4.65601" "4.91715" "5.34108" "4.56603" "5.13608" "5.41248" "4.62769" "4.42166" "4.83865" "4.81857" "4.97367" "5.13191" "4.61151" "4.51623" "4.52372" "4.41921" "5.26405" "4.67505" "4.41854" "4.38492" "4.73554" "4.63357" "5.09529" "4.46861" "4.42698" "4.63195" "4.88942" "4.43808" "4.49069" "4.23772" "4.84751" "5.12456" "5.60384" "4.67839" "4.60024" "4.6895" "4.71209" "5.04779" "4.69951" "4.48874" "4.58536" "4.60163" "5.03094" "4.88302" "4.88613" "4.6997"
"7198" "8.17569" "7.70415" "7.87406" "8.21885" "7.86523" "7.87096" "7.57986" "8.21485" "7.53969" "7.91995" "7.72852" "7.54754" "8.16899" "7.56574" "7.92112" "7.96092" "7.56718" "7.12145" "8.33435" "7.71937" "8.58425" "8.01375" "7.84397" "8.34323" "7.90728" "7.86167" "7.90822" "7.56557" "8.07139" "8.35943" "7.94184" "8.42663" "8.0081" "8.1809" "7.50306" "7.96983" "7.75108" "8.16274" "7.70285" "7.42772" "8.49679" "8.02663" "8.39668" "7.84076" "7.77838" "8.21387" "8.36994" "7.88521" "7.911" "8.15312" "7.55739" "8.3546" "7.90252" "8.90022" "7.61832" "8.26577" "7.53339" "7.6869" "8.00461" "7.96794" "7.99762" "7.719" "7.24746" "8.11854" "7.56343" "8.19464" "8.41943" "7.81951" "7.90109" "7.90861" "7.3829" "8.2175" "8.17647" "7.7864" "8.1963" "8.10204" "7.36211" "7.32509" "7.79242" "7.45788" "8.07077" "7.28657" "7.65115" "8.28185" "7.8327" "8.28863" "7.65689" "7.512" "7.71449" "7.45135" "7.68368" "7.57738" "7.44418" "8.14567" "8.12614" "8.24657" "7.54469" "8.07002" "7.39103" "7.61548" "7.53185" "7.81949" "7.62534" "7.21678" "7.82595" "7.7787" "7.99761" "7.8327"
"7218" "8.76517" "8.27306" "8.46019" "8.17687" "8.43719" "8.5401" "8.34587" "8.51324" "8.03203" "8.35283" "7.85955" "7.98687" "8.70604" "7.62137" "8.39231" "8.51846" "8.04281" "7.99403" "8.45083" "7.89136" "8.49712" "8.707" "8.03699" "8.63672" "8.18033" "8.3767" "8.56539" "7.84164" "8.5401" "8.4594" "8.22043" "8.41378" "8.54204" "8.42901" "8.27487" "7.99577" "8.15281" "8.57341" "8.11817" "8.18279" "8.69185" "8.02923" "8.46344" "8.53413" "7.75297" "8.75322" "8.50612" "7.96552" "8.52325" "8.80108" "7.91816" "8.64069" "8.10535" "8.46338" "8.48761" "7.99697" "8.37742" "8.37308" "7.93969" "8.32011" "8.39069" "8.09221" "8.09734" "8.36697" "7.85652" "8.511" "8.83365" "8.06086" "8.33073" "8.74356" "7.90117" "8.7219" "8.27764" "8.27325" "8.47581" "8.63223" "7.73283" "8.45332" "7.80956" "7.99607" "8.34322" "7.84236" "8.26613" "8.7135" "8.04025" "8.33992" "8.21987" "8.05909" "8.51558" "7.74287" "8.07565" "8.61469" "7.85956" "8.60455" "8.07163" "8.52888" "8.26532" "8.43949" "8.36553" "8.32839" "7.90227" "8.34984" "8.20214" "8.10461" "8.51798" "8.29235" "8.03749" "8.42697"
"7255" "6.52352" "6.12468" "5.99199" "6.20762" "6.39188" "6.5675" "6.28377" "6.43562" "6.4422" "6.18004" "6.40297" "6.26964" "6.36223" "6.1931" "6.51485" "6.51565" "6.17604" "6.23975" "6.58602" "6.1794" "6.16349" "6.24195" "6.37385" "5.96441" "6.21669" "6.18666" "6.25358" "6.33446" "6.17624" "6.18457" "6.14703" "6.28122" "6.33297" "6.26546" "6.09404" "6.01611" "6.29179" "6.78225" "6.38027" "6.28743" "6.30045" "6.14016" "6.20782" "6.24615" "6.39274" "6.13336" "6.44478" "5.9331" "6.51905" "6.32" "6.39519" "6.45608" "6.09188" "6.38835" "6.29895" "6.32406" "6.00769" "6.24478" "6.10691" "6.27505" "6.26964" "6.293" "6.23664" "6.27749" "6.02746" "6.32998" "6.03797" "6.00942" "6.58171" "6.49535" "6.41665" "6.24503" "6.40337" "6.1248" "6.43097" "6.2336" "6.17828" "6.30639" "6.16211" "6.35434" "6.0747" "6.32281" "6.20992" "6.24355" "6.06741" "6.05876" "6.23789" "5.95652" "5.85505" "6.33764" "6.64849" "6.36523" "6.0281" "6.25247" "6.27507" "6.24554" "6.18736" "6.5425" "6.37648" "6.25803" "6.16435" "6.42087" "6.12152" "6.28118" "6.08982" "6.17644" "6.13808" "6.25517"
"7313" "5.05401" "4.95638" "5.62502" "5.14369" "5.14856" "5.31721" "5.04056" "5.15192" "5.00494" "5.02463" "5.06987" "5.49657" "5.08526" "5.08609" "5.00805" "4.83202" "5.25789" "5.06987" "4.72585" "5.40471" "5.283" "4.92868" "5.03281" "5.09696" "4.90894" "5.0114" "5.14809" "5.17392" "4.99632" "5.01045" "4.77134" "4.99299" "5.25874" "4.95704" "5.10871" "5.2621" "5.00477" "4.63384" "5.39621" "5.06987" "4.95708" "5.39377" "5.16041" "4.80218" "5.03349" "4.99467" "4.89851" "5.13032" "5.28809" "5.28775" "5.07374" "5.21607" "4.97662" "4.63777" "5.026" "5.13647" "5.15665" "5.02744" "5.2166" "5.11511" "4.86253" "5.04143" "5.13948" "4.92199" "4.87589" "4.90128" "5.15004" "4.96999" "4.73258" "5.25129" "5.04376" "4.97706" "5.02863" "4.99913" "4.74578" "5.31416" "5.06202" "5.17031" "4.76522" "4.74492" "5.17558" "4.96321" "5.52027" "5.11679" "4.86539" "4.8235" "5.00544" "5.14498" "4.94231" "5.01842" "4.95994" "5.26423" "5.20166" "4.91535" "4.91482" "5.02218" "5.07157" "5.10393" "5.06987" "4.86085" "5.0584" "4.7321" "5.0261" "5.00392" "4.78644" "5.10877" "5.04942" "4.9371"
"7315" "5.3502" "5.43851" "4.83913" "4.98376" "5.2029" "4.98826" "5.42272" "5.17318" "5.06384" "4.85681" "4.43231" "4.74988" "6.08936" "5.0747" "5.64772" "5.66076" "4.9625" "4.99267" "5.16227" "4.93158" "4.8878" "5.72126" "5.24888" "5.161" "5.15783" "5.69143" "5.42894" "5.77387" "5.26125" "5.12669" "5.47872" "6.12752" "4.74865" "4.74737" "4.77856" "4.77829" "5.84275" "5.78056" "4.9094" "5.32859" "4.90443" "4.82929" "5.54731" "5.7038" "5.20129" "5.49359" "5.08083" "5.07992" "4.72535" "5.33392" "5.56214" "5.41369" "5.43041" "5.44182" "5.0876" "5.00274" "4.95161" "5.91698" "5.34384" "5.91056" "5.39914" "5.37784" "5.0874" "4.95237" "5.29062" "5.77672" "5.38752" "5.30661" "5.7676" "5.67441" "5.55117" "5.7136" "5.13612" "5.41286" "5.64475" "5.1727" "5.08669" "5.55158" "5.33166" "6.1045" "5.58282" "5.84196" "4.96746" "5.08031" "5.32538" "5.78186" "5.48326" "5.33383" "5.48828" "4.81543" "5.33211" "5.15709" "5.72075" "5.44532" "5.91475" "6.10259" "5.51085" "5.06566" "5.15798" "5.99166" "5.00375" "5.89707" "5.6975" "5.44302" "5.45565" "5.49335" "5.40625" "5.55304"
"7334" "3.54111" "3.26016" "2.88683" "3.16841" "3.28329" "3.22883" "3.20712" "3.07199" "3.27129" "3.2437" "3.26337" "3.10766" "3.03085" "3.2969" "3.20026" "3.60336" "3.06079" "2.72561" "2.8465" "3.48824" "3.15831" "3.28127" "3.04038" "2.74795" "3.35173" "3.2849" "2.96296" "2.91217" "3.01396" "3.07946" "3.2384" "3.25435" "3.25193" "3.32426" "3.02338" "3.33613" "3.06902" "3.51489" "3.14386" "3.16134" "3.26805" "3.41997" "3.2195" "3.36883" "3.23683" "2.94052" "3.07053" "3.25542" "3.18031" "3.18081" "3.08152" "3.29759" "3.22361" "3.29451" "3.07151" "3.12239" "3.04252" "2.95839" "3.33919" "3.20123" "3.08651" "3.1305" "3.10692" "3.11354" "3.60721" "3.31238" "2.78942" "3.42293" "3.20282" "3.20063" "3.24517" "3.15662" "3.03675" "3.39761" "3.27437" "2.90109" "3.26734" "2.8831" "3.25448" "3.20071" "3.37034" "3.14796" "3.08635" "3.05303" "3.38149" "3.2392" "3.61299" "3.38044" "3.15106" "3.46555" "3.35362" "3.06298" "3.18668" "3.33742" "3.1572" "3.13622" "3.26628" "3.45206" "3.10203" "3.02582" "3.40878" "3.08187" "3.28787" "2.97505" "3.20123" "2.99097" "3.35048" "3.41673"
"7363" "5.40219" "5.45782" "5.86785" "5.6041" "5.18113" "5.35651" "5.46394" "5.14456" "5.36701" "5.55423" "5.52863" "5.39012" "4.92039" "5.33599" "5.3214" "5.31794" "5.62998" "5.1439" "4.98501" "5.71961" "5.01197" "5.01676" "5.1398" "5.35715" "5.54483" "5.24582" "5.24142" "5.17286" "5.21886" "5.10439" "5.67836" "4.99676" "5.46175" "5.01883" "5.90116" "5.61639" "4.81059" "5.07142" "5.78085" "5.13648" "5.32818" "4.97893" "5.1286" "5.27218" "5.31347" "5.10109" "5.12427" "5.10719" "5.44541" "5.8486" "4.98751" "5.66955" "5.6041" "5.05317" "5.45005" "5.08845" "5.92652" "5.04284" "5.30113" "4.90784" "5.25587" "5.46386" "5.59594" "5.15896" "5.66356" "5.18094" "5.30753" "5.29947" "5.15463" "5.50716" "5.39117" "5.38594" "5.33199" "4.90199" "5.14949" "5.64011" "5.17522" "5.3623" "5.03272" "4.93885" "5.43096" "5.12074" "5.4531" "5.56635" "5.30919" "5.0135" "5.19927" "5.51306" "5.27879" "5.74048" "4.9816" "5.53746" "5.31028" "5.15478" "4.75199" "5.0845" "5.06499" "4.72705" "5.30763" "4.78385" "5.63433" "5.00248" "5.26495" "4.96506" "5.69554" "5.21509" "5.54214" "4.87707"
