"GSM87863" "GSM87887" "GSM87896" "GSM87934" "GSM87943" "GSM87853" "GSM87906" "GSM87920" "GSM87924" "GSM87858" "GSM87882" "GSM87891" "GSM87917" "GSM87929" "GSM87948" "GSM87868" "GSM87873" "GSM87901" "GSM87910" "GSM87938" "GSM87953" "GSM87864" "GSM87888" "GSM87897" "GSM87935" "GSM87944" "GSM87854" "GSM87878" "GSM87907" "GSM87921" "GSM87925" "GSM87957" "GSM87859" "GSM87883" "GSM87892" "GSM87930" "GSM87949" "GSM87869" "GSM87874" "GSM87902" "GSM87911" "GSM87939" "GSM87954" "GSM87865" "GSM87889" "GSM87898" "GSM87915" "GSM87936" "GSM87945" "GSM87855" "GSM87879" "GSM87922" "GSM87926" "GSM87958" "GSM87860" "GSM87884" "GSM87893" "GSM87918" "GSM87931" "GSM87950" "GSM87870" "GSM87875" "GSM87903" "GSM87912" "GSM87940" "GSM87866" "GSM87899" "GSM87937" "GSM87946" "GSM87856" "GSM87880" "GSM87908" "GSM87923" "GSM87927" "GSM87959" "GSM87861" "GSM87885" "GSM87894" "GSM87932" "GSM87951" "GSM87871" "GSM87876" "GSM87904" "GSM87913" "GSM87941" "GSM87955" "GSM87867" "GSM87890" "GSM87900" "GSM87916" "GSM87947" "GSM87857" "GSM87881" "GSM87909" "GSM87928" "GSM87960" "GSM87862" "GSM87886" "GSM87895" "GSM87919" "GSM87933" "GSM87952" "GSM87872" "GSM87877" "GSM87905" "GSM87914" "GSM87942" "GSM87956"
"13930" "6.1125" "6.24729" "5.13982" "5.24579" "5.67354" "6.36181" "5.6796" "6.47147" "5.20226" "5.61579" "5.32262" "5.35529" "6.67291" "4.97066" "5.3508" "5.93351" "5.67387" "5.31159" "7.01968" "5.09773" "5.35764" "6.10268" "5.39546" "5.2418" "4.89324" "5.65517" "6.29883" "5.41464" "5.49256" "5.99843" "5.12083" "5.60133" "5.74185" "5.72957" "5.30334" "5.12558" "5.64609" "6.76572" "5.83497" "5.70078" "6.13128" "4.80106" "5.11199" "6.09208" "5.66018" "5.65468" "6.30807" "5.00388" "5.80471" "6.51026" "5.75255" "6.48145" "5.02914" "5.53095" "6.03788" "6.07069" "5.823" "5.43238" "5.28619" "5.71348" "6.27924" "5.98105" "5.3434" "6.38223" "4.70014" "6.12461" "5.58524" "5.22328" "6.09823" "6.70168" "5.48811" "6.02707" "6.36692" "5.29174" "6.09017" "6.07717" "5.05005" "6.41079" "5.2487" "5.20913" "5.75432" "5.42243" "5.11526" "6.54362" "5.05935" "5.13014" "6.05361" "5.30297" "5.53537" "5.66076" "5.52843" "6.22005" "5.39729" "5.78607" "5.47332" "5.76483" "5.77369" "6.38417" "5.33683" "6.05434" "5.1139" "5.82088" "5.31635" "5.74793" "5.88495" "5.94076" "5.5646" "4.96098"
"13946" "5.73897" "4.80668" "5.28277" "5.46476" "5.54397" "5.22402" "5.34798" "5.59405" "5.04456" "5.42854" "5.35599" "4.8399" "5.87581" "5.89324" "6.0334" "5.68978" "4.69442" "5.26449" "5.91276" "5.31609" "6.04406" "6.10734" "4.7893" "4.57534" "5.23864" "6.13013" "5.52107" "5.68358" "4.84135" "5.14774" "5.19966" "5.96037" "5.25604" "5.90091" "4.94246" "5.25624" "6.24127" "5.76441" "4.12844" "5.33513" "5.34391" "5.27917" "5.96838" "5.3487" "5.22188" "5.28811" "6.22488" "5.32227" "5.45671" "5.37794" "5.1299" "5.64915" "4.85031" "5.35279" "5.51593" "6.62651" "4.85221" "5.4197" "5.33883" "6.36663" "5.74916" "4.94221" "5.20157" "5.55011" "5.5255" "5.61565" "4.95531" "5.05856" "6.45143" "5.45914" "4.95023" "5.25604" "5.34499" "5.14676" "6.79018" "5.42511" "5.36398" "5.54242" "6" "6.71542" "5.64026" "5.1268" "4.84118" "5.53007" "5.66555" "6.16098" "5.72232" "5.04235" "4.99724" "5.82945" "5.84167" "5.5804" "5.48738" "5.45171" "5.90979" "6.28592" "5.3687" "6.93623" "5.05955" "6.41139" "5.51516" "7.0777" "5.30588" "5.55204" "5.38296" "5.72263" "6.00281" "6.13743"
"13946.1" "5.73897" "4.80668" "5.28277" "5.46476" "5.54397" "5.22402" "5.34798" "5.59405" "5.04456" "5.42854" "5.35599" "4.8399" "5.87581" "5.89324" "6.0334" "5.68978" "4.69442" "5.26449" "5.91276" "5.31609" "6.04406" "6.10734" "4.7893" "4.57534" "5.23864" "6.13013" "5.52107" "5.68358" "4.84135" "5.14774" "5.19966" "5.96037" "5.25604" "5.90091" "4.94246" "5.25624" "6.24127" "5.76441" "4.12844" "5.33513" "5.34391" "5.27917" "5.96838" "5.3487" "5.22188" "5.28811" "6.22488" "5.32227" "5.45671" "5.37794" "5.1299" "5.64915" "4.85031" "5.35279" "5.51593" "6.62651" "4.85221" "5.4197" "5.33883" "6.36663" "5.74916" "4.94221" "5.20157" "5.55011" "5.5255" "5.61565" "4.95531" "5.05856" "6.45143" "5.45914" "4.95023" "5.25604" "5.34499" "5.14676" "6.79018" "5.42511" "5.36398" "5.54242" "6" "6.71542" "5.64026" "5.1268" "4.84118" "5.53007" "5.66555" "6.16098" "5.72232" "5.04235" "4.99724" "5.82945" "5.84167" "5.5804" "5.48738" "5.45171" "5.90979" "6.28592" "5.3687" "6.93623" "5.05955" "6.41139" "5.51516" "7.0777" "5.30588" "5.55204" "5.38296" "5.72263" "6.00281" "6.13743"
"13952" "9.11897" "9.25767" "8.98128" "9.16586" "9.02297" "8.8718" "9.0126" "9.46556" "8.87199" "9.00962" "9.10978" "8.67644" "9.63319" "9.06947" "9.22049" "9.14472" "8.75779" "9.05867" "9.59664" "9.02135" "9.62937" "9.27672" "9.13549" "9.48429" "9.04708" "9.36399" "9.19132" "9.15754" "9.14694" "9.4638" "9.17708" "9.39863" "9.10021" "9.37711" "8.92241" "9.3408" "9.18857" "9.40802" "8.72227" "9.17603" "9.68671" "8.95029" "9.64633" "9.33338" "9.23617" "9.37111" "9.59383" "9.04725" "9.12107" "9.11275" "8.94003" "9.68911" "8.99365" "9.66049" "9.09643" "9.4091" "9.02189" "9.11478" "9.17797" "9.34194" "9.28858" "8.91165" "8.94608" "9.39345" "8.97824" "9.31017" "9.42304" "8.9967" "9.3107" "9.26235" "8.99852" "9.30341" "9.38764" "9.15867" "9.31184" "9.24321" "8.96154" "9.16728" "9.49459" "8.8663" "9.28573" "8.65673" "9.04078" "9.51408" "8.90126" "9.33474" "8.89957" "8.81158" "9.31888" "8.82594" "8.76394" "9.05433" "8.86494" "9.43334" "9.12616" "9.40023" "8.91498" "9.27824" "8.81446" "9.39258" "8.91489" "9.18538" "8.71425" "8.97605" "9.41529" "9.36481" "9.08363" "9.21286"
"13988" "4.6096" "4.39262" "4.51112" "4.76453" "4.35495" "4.45979" "4.48961" "4.45448" "4.85862" "4.3821" "4.59537" "4.58128" "4.36011" "4.66236" "4.40456" "4.46727" "4.62576" "4.4766" "4.23916" "4.68265" "4.26544" "4.41372" "4.77114" "4.52732" "4.7268" "4.29858" "4.44572" "4.49555" "4.66152" "4.49728" "4.8317" "4.43135" "4.65416" "4.36561" "4.7355" "4.73489" "4.52122" "4.50458" "4.82718" "4.59488" "4.30397" "4.66341" "4.12221" "4.49414" "4.49884" "4.4306" "4.34258" "4.39535" "4.35601" "4.55746" "4.51626" "4.37525" "4.31622" "4.37671" "4.57855" "4.24497" "4.68243" "4.50125" "4.54081" "4.2857" "4.46051" "4.78854" "4.62393" "4.42785" "4.91865" "4.24042" "4.38882" "4.55588" "4.59605" "4.48802" "4.57787" "4.30206" "4.62434" "4.70352" "4.12166" "4.35226" "4.55993" "4.38654" "4.43645" "4.3456" "4.56872" "4.58107" "4.43717" "4.59547" "4.55868" "4.33915" "4.37931" "4.75784" "4.44707" "4.52635" "4.2564" "4.47627" "4.54587" "4.42396" "4.59711" "4.30037" "4.50721" "4.41596" "4.66474" "4.44385" "4.53882" "4.12407" "4.71744" "4.4776" "4.30223" "4.57445" "4.47521" "4.33775"
"13997" "5.39889" "5.79512" "6.25418" "6.12951" "5.7073" "5.96016" "5.85261" "5.57269" "5.88096" "6.19779" "6.09199" "5.80426" "5.44286" "5.78417" "5.81634" "5.39857" "5.80471" "5.63246" "5.38078" "6.26638" "5.81937" "5.68923" "5.80077" "5.79985" "5.70238" "5.63324" "5.77009" "5.71267" "5.85023" "5.88663" "5.86892" "5.80648" "5.80551" "5.63574" "5.78417" "5.84012" "5.49547" "5.26732" "6.40717" "5.83854" "5.89446" "6.35108" "5.63952" "5.88139" "5.78417" "5.77037" "5.71044" "5.58224" "5.9577" "5.98477" "5.59877" "6.21848" "6.11595" "5.58742" "5.78417" "5.59446" "6.09164" "5.5768" "6.02452" "5.64739" "5.64845" "5.84649" "5.64068" "5.83264" "5.73758" "5.58113" "5.78541" "5.8742" "5.60687" "6.12554" "5.64861" "5.79676" "5.80853" "5.87598" "5.70779" "5.87556" "5.82721" "5.55534" "5.80291" "5.29727" "5.52725" "5.79338" "5.57214" "5.85834" "5.86752" "5.55818" "5.47439" "5.96662" "5.69066" "6.22953" "5.69563" "5.86658" "6.02559" "5.83969" "5.54428" "5.57728" "5.8388" "5.8812" "6.14817" "5.60612" "6.13427" "5.38555" "5.95022" "5.65551" "5.56988" "5.86925" "5.95738" "5.66884"
"14015" "4.55702" "4.73893" "4.9938" "4.66414" "4.80272" "4.62707" "4.84644" "4.51397" "4.84292" "4.8468" "4.80482" "4.62143" "4.44321" "4.59138" "4.45124" "4.32415" "4.93827" "4.90228" "4.62143" "4.81382" "4.38031" "4.55497" "4.65124" "4.67686" "4.50192" "4.70252" "4.52664" "4.40865" "4.67727" "4.65355" "4.8344" "4.40472" "4.77406" "4.45408" "4.92083" "4.64825" "4.4383" "4.65586" "4.97644" "4.81183" "4.61326" "4.78623" "4.48658" "4.40362" "4.59323" "4.62257" "4.60638" "4.6293" "4.51198" "4.66545" "4.57777" "4.80442" "4.57065" "4.49164" "4.78381" "4.50285" "4.82001" "4.50229" "4.71168" "4.58388" "4.33136" "4.72617" "4.98699" "4.4338" "4.62421" "4.56878" "4.68073" "4.5993" "4.57104" "4.81221" "4.51201" "4.25112" "4.43796" "4.51095" "4.50437" "4.69307" "4.62976" "4.56232" "4.39799" "4.45545" "4.40725" "4.56308" "4.82191" "4.6926" "4.62009" "4.50915" "4.52586" "4.6145" "4.73624" "4.59877" "4.54951" "4.6145" "4.55318" "4.44879" "4.64239" "4.45378" "4.5097" "4.79394" "4.78132" "4.45794" "4.82459" "4.45273" "4.61376" "4.36618" "4.64509" "4.48515" "4.79234" "4.35536"
"14025" "3.29175" "3.45838" "3.43993" "3.56824" "3.51116" "3.47116" "3.29951" "3.31347" "3.3157" "3.3487" "3.42463" "3.39273" "3.34788" "3.62176" "3.22439" "3.46024" "3.36957" "3.48721" "3.14576" "3.46953" "3.44803" "3.29484" "3.45538" "3.38585" "3.31526" "3.3914" "3.28361" "3.45463" "3.31772" "3.29225" "3.36142" "3.31888" "3.26078" "3.43528" "3.47407" "3.29681" "3.2476" "3.3557" "3.55264" "3.41887" "3.3694" "3.77033" "3.31721" "3.27423" "3.41866" "3.32079" "3.29417" "3.35069" "3.63209" "3.28059" "3.40666" "3.61685" "3.59576" "3.33639" "3.3389" "3.11401" "3.3884" "3.35532" "3.45515" "3.26498" "3.26674" "3.27595" "3.41272" "3.22202" "3.47799" "3.25319" "3.22565" "3.26795" "3.17942" "3.60823" "3.29554" "3.44359" "3.34607" "3.27452" "3.29182" "3.43739" "3.36113" "3.27948" "3.19509" "3.24912" "3.46185" "3.36831" "3.34603" "3.29067" "3.37532" "3.3243" "3.32346" "3.46383" "3.39273" "3.55579" "3.54952" "3.29843" "3.54323" "3.49324" "3.45012" "3.42328" "3.39627" "3.241" "3.2507" "3.3606" "3.69943" "3.42315" "3.30657" "3.29989" "3.32597" "3.38953" "3.46275" "3.39307"
"14045" "8.17767" "8.17023" "7.27288" "7.56021" "7.74783" "8.36576" "7.42119" "7.46642" "7.6696" "7.73167" "7.80919" "7.38055" "7.52061" "7.61277" "7.71083" "8.17937" "7.58558" "7.24907" "7.5242" "7.64628" "7.73393" "8.25713" "7.85576" "7.1232" "7.57094" "7.99128" "8.35598" "7.80605" "7.16594" "6.98786" "7.7319" "9.25184" "7.79981" "7.68759" "7.38332" "7.75293" "7.75287" "7.93999" "7.66695" "7.19992" "7.53416" "7.79089" "7.62718" "8.34934" "8.07388" "7.25474" "7.39737" "7.4125" "7.89943" "8.48764" "7.68304" "7.48345" "7.7135" "9.34126" "8.02441" "7.93028" "7.58165" "7.02018" "7.78887" "7.62791" "8.21375" "8.10872" "7.37362" "7.73547" "7.53042" "8.48252" "7.38444" "7.8793" "8.04589" "8.45417" "7.84918" "7.34123" "7.42556" "7.79436" "9.20466" "8.03265" "7.80946" "7.72968" "7.83563" "7.64706" "8.06618" "7.72923" "7.36444" "7.45301" "7.7912" "7.687" "7.77702" "7.23086" "6.9593" "6.91844" "8.31467" "8.15614" "7.34597" "7.32233" "7.73338" "9.34566" "7.56923" "7.55956" "7.2867" "6.91423" "7.51278" "7.77742" "7.81691" "7.55996" "7.35483" "7.43831" "7.67737" "7.48937"
"14101" "2.93664" "3.03824" "2.74051" "2.8408" "2.68096" "2.82896" "2.76602" "2.73833" "2.86137" "2.6565" "3.07766" "2.89504" "2.71069" "2.70638" "2.72842" "2.65474" "2.78694" "2.83014" "2.74507" "2.9215" "2.82067" "2.68172" "2.96719" "2.62939" "2.6944" "2.74759" "2.63347" "2.6797" "2.69523" "2.57298" "2.95932" "2.79813" "2.5696" "2.74962" "2.78335" "2.75072" "2.65916" "2.59854" "2.87801" "2.63544" "2.74429" "3.13435" "2.67944" "2.68383" "2.68387" "2.54972" "2.92071" "2.65997" "2.90903" "2.65647" "2.65639" "3.04237" "2.74507" "2.68883" "2.64909" "2.76711" "2.76493" "2.76147" "2.73583" "2.7293" "2.65516" "2.73141" "2.57521" "2.78486" "2.75643" "2.66661" "2.64752" "2.69868" "2.67895" "2.79481" "2.76894" "2.69737" "2.6905" "2.58388" "2.64962" "2.76808" "2.83825" "2.79295" "2.63575" "2.58117" "2.74729" "2.8063" "2.89879" "2.70524" "2.84421" "2.70649" "2.74824" "2.79601" "2.47241" "2.89526" "2.73726" "2.67659" "2.82143" "2.82744" "2.57947" "2.81948" "2.6704" "2.6872" "2.73568" "2.68693" "2.807" "2.78633" "2.67615" "2.76213" "2.66189" "2.7555" "2.90343" "2.63329"
"14144" "6.61033" "6.89864" "5.94043" "6.7421" "6.68913" "6.7061" "6.54047" "6.40177" "6.47773" "6.65816" "6.38466" "6.52928" "6.05527" "6.48591" "6.44919" "6.60271" "6.36565" "6.32615" "6.35763" "6.57286" "6.50683" "6.50801" "6.54116" "6.10983" "6.89964" "6.5121" "6.94033" "6.72532" "6.18257" "5.72231" "6.57968" "7.23961" "6.54733" "6.49367" "6.42505" "6.80158" "6.48375" "6.44407" "6.86912" "6.31349" "6.60906" "6.49052" "6.41774" "6.52413" "6.9092" "6.18669" "6.02414" "6.43985" "6.6561" "6.87283" "6.86581" "6.7073" "6.63109" "7.12044" "6.51436" "6.58714" "6.80206" "5.74193" "6.74464" "6.50555" "6.77373" "6.96787" "5.96803" "6.39906" "6.6456" "6.68226" "6.40081" "6.8063" "6.39965" "6.89454" "6.57327" "6.29927" "6.42082" "6.68388" "7.18816" "6.67854" "6.68809" "6.38538" "6.65266" "6.36298" "6.64327" "6.80612" "6.33584" "5.97074" "6.58543" "6.39751" "6.4191" "6.1697" "6.19895" "6.30246" "6.50079" "6.53009" "6.57699" "6.26484" "6.74306" "6.90473" "6.53119" "6.23968" "6.48087" "5.94695" "6.6005" "6.27969" "6.42878" "6.50918" "5.8765" "6.23249" "6.58998" "6.17869"
"14153" "6.42166" "6.25813" "6.01936" "5.99441" "5.81859" "6.75189" "5.85238" "5.6494" "6.0664" "5.9545" "6.15427" "5.85956" "5.69099" "5.96225" "5.84463" "6.06258" "6.05332" "5.73882" "5.72689" "5.95903" "6.38535" "5.99384" "6.17702" "5.65428" "5.94579" "6.07274" "6.39394" "6.12556" "5.83886" "5.71411" "6.07816" "7.67108" "6.13776" "6.22014" "6.004" "6.00553" "5.83246" "6.06397" "6.48889" "5.6577" "5.62847" "6.19151" "6.15617" "6.06713" "6.22178" "5.61745" "5.57257" "5.8113" "6.12349" "6.54459" "6.04891" "6.14501" "6.03714" "7.99017" "6.02036" "6.1147" "6.1312" "5.44125" "6.312" "6.14796" "6.09228" "6.43766" "5.95411" "5.75077" "5.89111" "6.35941" "5.71528" "6.13599" "6.10649" "6.41799" "6.00921" "5.77326" "5.81826" "6.02508" "7.79977" "6.03001" "6.00455" "6.2653" "6.07835" "5.99591" "5.95623" "6.35457" "6.00989" "5.73736" "6.00651" "6.21897" "6.21931" "6.00135" "5.74914" "5.76707" "6.02701" "6.34314" "5.88175" "5.78226" "5.86885" "7.89193" "6.00829" "6.00274" "5.66273" "5.25822" "5.95266" "6.01582" "5.92046" "6.06036" "5.73912" "5.50317" "6.03959" "5.86519"
"14211" "8.03132" "8.16299" "7.31126" "7.72901" "7.54667" "8.28376" "7.56388" "7.82122" "7.56324" "7.72973" "7.74344" "7.38495" "7.27626" "7.6093" "7.65803" "8.08982" "7.59515" "7.64177" "7.81945" "7.75158" "7.8204" "8.06841" "7.9882" "7.27433" "7.67695" "7.8935" "8.14062" "7.85217" "7.26805" "7.27099" "7.81217" "9.05702" "7.80232" "7.75052" "7.5423" "7.76636" "7.80703" "7.8886" "8.16468" "7.42088" "7.59974" "7.79044" "7.66157" "7.9838" "8.00151" "7.4033" "7.58637" "7.62015" "7.90485" "8.11562" "8.08471" "7.74125" "7.85288" "9.32007" "7.60263" "7.67657" "7.40157" "7.21767" "7.79504" "7.7975" "7.73201" "8.25982" "7.40411" "7.73699" "7.68889" "7.96045" "7.39689" "7.90964" "7.93212" "7.82344" "7.90955" "7.42937" "7.87813" "7.75122" "9.16716" "7.70986" "7.74327" "7.75603" "7.6679" "7.69175" "7.86795" "7.73126" "7.58756" "7.6181" "7.70633" "7.7271" "7.87491" "7.81739" "6.96116" "7.24691" "8.16506" "7.87405" "7.6366" "7.1902" "7.81525" "8.95103" "7.81875" "7.60426" "7.37997" "7.23621" "7.71312" "7.71312" "7.92201" "7.60154" "7.38005" "7.70976" "7.73151" "7.4515"
"14211.1" "8.03132" "8.16299" "7.31126" "7.72901" "7.54667" "8.28376" "7.56388" "7.82122" "7.56324" "7.72973" "7.74344" "7.38495" "7.27626" "7.6093" "7.65803" "8.08982" "7.59515" "7.64177" "7.81945" "7.75158" "7.8204" "8.06841" "7.9882" "7.27433" "7.67695" "7.8935" "8.14062" "7.85217" "7.26805" "7.27099" "7.81217" "9.05702" "7.80232" "7.75052" "7.5423" "7.76636" "7.80703" "7.8886" "8.16468" "7.42088" "7.59974" "7.79044" "7.66157" "7.9838" "8.00151" "7.4033" "7.58637" "7.62015" "7.90485" "8.11562" "8.08471" "7.74125" "7.85288" "9.32007" "7.60263" "7.67657" "7.40157" "7.21767" "7.79504" "7.7975" "7.73201" "8.25982" "7.40411" "7.73699" "7.68889" "7.96045" "7.39689" "7.90964" "7.93212" "7.82344" "7.90955" "7.42937" "7.87813" "7.75122" "9.16716" "7.70986" "7.74327" "7.75603" "7.6679" "7.69175" "7.86795" "7.73126" "7.58756" "7.6181" "7.70633" "7.7271" "7.87491" "7.81739" "6.96116" "7.24691" "8.16506" "7.87405" "7.6366" "7.1902" "7.81525" "8.95103" "7.81875" "7.60426" "7.37997" "7.23621" "7.71312" "7.71312" "7.92201" "7.60154" "7.38005" "7.70976" "7.73151" "7.4515"
"14291" "6.383" "6.97459" "6.70911" "6.59084" "6.68205" "7.25596" "6.47559" "6.2236" "6.5684" "6.58725" "6.61399" "6.52184" "6.19631" "6.45611" "6.69016" "6.90301" "6.67131" "6.32637" "5.94762" "6.38858" "5.8918" "6.79338" "6.63158" "6.32966" "6.80481" "6.46183" "6.8292" "6.57604" "6.38771" "5.90461" "6.62274" "7.4346" "6.90529" "6.42723" "6.48155" "6.77755" "6.41557" "6.73717" "7.26149" "6.49052" "6.54192" "6.94571" "6.14251" "6.62131" "7.01634" "6.40221" "5.98138" "6.54796" "6.84279" "7.31266" "7.02012" "6.32909" "6.71296" "7.83416" "6.76079" "6.51607" "6.89032" "6.35609" "6.48215" "6.64696" "6.9767" "7.25499" "6.22559" "6.08961" "6.58407" "6.85686" "6.27311" "6.93974" "6.50153" "7.225" "6.60596" "6.50914" "6.52619" "6.80533" "8.24608" "6.71142" "6.52483" "6.63512" "6.11731" "6.32239" "6.89359" "6.65453" "6.56463" "6.47304" "6.61834" "6.40064" "6.56879" "6.35751" "6.02027" "5.67906" "6.97032" "6.5685" "6.53319" "6.27653" "6.85744" "7.76038" "6.38759" "6.43741" "6.27465" "6.2689" "5.89681" "6.51655" "6.7872" "6.62847" "6.07469" "6.37043" "6.09197" "6.34685"
"14291.1" "6.383" "6.97459" "6.70911" "6.59084" "6.68205" "7.25596" "6.47559" "6.2236" "6.5684" "6.58725" "6.61399" "6.52184" "6.19631" "6.45611" "6.69016" "6.90301" "6.67131" "6.32637" "5.94762" "6.38858" "5.8918" "6.79338" "6.63158" "6.32966" "6.80481" "6.46183" "6.8292" "6.57604" "6.38771" "5.90461" "6.62274" "7.4346" "6.90529" "6.42723" "6.48155" "6.77755" "6.41557" "6.73717" "7.26149" "6.49052" "6.54192" "6.94571" "6.14251" "6.62131" "7.01634" "6.40221" "5.98138" "6.54796" "6.84279" "7.31266" "7.02012" "6.32909" "6.71296" "7.83416" "6.76079" "6.51607" "6.89032" "6.35609" "6.48215" "6.64696" "6.9767" "7.25499" "6.22559" "6.08961" "6.58407" "6.85686" "6.27311" "6.93974" "6.50153" "7.225" "6.60596" "6.50914" "6.52619" "6.80533" "8.24608" "6.71142" "6.52483" "6.63512" "6.11731" "6.32239" "6.89359" "6.65453" "6.56463" "6.47304" "6.61834" "6.40064" "6.56879" "6.35751" "6.02027" "5.67906" "6.97032" "6.5685" "6.53319" "6.27653" "6.85744" "7.76038" "6.38759" "6.43741" "6.27465" "6.2689" "5.89681" "6.51655" "6.7872" "6.62847" "6.07469" "6.37043" "6.09197" "6.34685"
"14291.2" "6.383" "6.97459" "6.70911" "6.59084" "6.68205" "7.25596" "6.47559" "6.2236" "6.5684" "6.58725" "6.61399" "6.52184" "6.19631" "6.45611" "6.69016" "6.90301" "6.67131" "6.32637" "5.94762" "6.38858" "5.8918" "6.79338" "6.63158" "6.32966" "6.80481" "6.46183" "6.8292" "6.57604" "6.38771" "5.90461" "6.62274" "7.4346" "6.90529" "6.42723" "6.48155" "6.77755" "6.41557" "6.73717" "7.26149" "6.49052" "6.54192" "6.94571" "6.14251" "6.62131" "7.01634" "6.40221" "5.98138" "6.54796" "6.84279" "7.31266" "7.02012" "6.32909" "6.71296" "7.83416" "6.76079" "6.51607" "6.89032" "6.35609" "6.48215" "6.64696" "6.9767" "7.25499" "6.22559" "6.08961" "6.58407" "6.85686" "6.27311" "6.93974" "6.50153" "7.225" "6.60596" "6.50914" "6.52619" "6.80533" "8.24608" "6.71142" "6.52483" "6.63512" "6.11731" "6.32239" "6.89359" "6.65453" "6.56463" "6.47304" "6.61834" "6.40064" "6.56879" "6.35751" "6.02027" "5.67906" "6.97032" "6.5685" "6.53319" "6.27653" "6.85744" "7.76038" "6.38759" "6.43741" "6.27465" "6.2689" "5.89681" "6.51655" "6.7872" "6.62847" "6.07469" "6.37043" "6.09197" "6.34685"
"14348" "6.41117" "6.41511" "5.97497" "6.0787" "6.55043" "6.87597" "6.31298" "6.05469" "6.31563" "6.27318" "6.46759" "6.34819" "5.99913" "6.27022" "6.37462" "6.33491" "6.38255" "5.70873" "5.86033" "6.66885" "5.97256" "6.23411" "6.26003" "5.98441" "6.30539" "6.22081" "6.3356" "6.35509" "5.92351" "5.86642" "6.6502" "7.159" "6.33161" "6.24545" "6.33605" "6.4288" "6.10942" "6.47118" "6.90528" "5.97429" "6.05798" "6.37695" "5.8439" "6.3279" "6.53387" "5.90973" "6.15613" "6.40497" "6.55532" "6.70459" "6.37024" "6.14208" "6.19826" "6.94396" "6.20837" "6.11783" "6.1802" "5.69108" "6.218" "5.93308" "6.24961" "6.58561" "6.1066" "5.8917" "6.36205" "6.48674" "6.08173" "6.30333" "6.34878" "6.69428" "6.33898" "6.00277" "6.1027" "6.23559" "7.16081" "6.36084" "6.00604" "6.09025" "5.92733" "6.11016" "6.13478" "6.38465" "6.03016" "6.24679" "6.22967" "6.1845" "6.34982" "5.91646" "6.15119" "5.9731" "6.52079" "6.41021" "6.14886" "5.98997" "6.4287" "6.99881" "6.46705" "6.02936" "6.06122" "5.74325" "6.02107" "6.1115" "6.22846" "6.22846" "5.87996" "5.69545" "6.28197" "6.08846"
"14349" "3.20432" "3.30519" "2.95018" "3.51636" "3.35855" "3.10527" "3.19471" "3.15751" "2.99104" "3.08973" "3.42445" "2.98761" "3.29134" "3.1471" "3.35375" "3.16542" "3.13833" "3.05355" "3.01863" "3.32119" "3.22844" "3.01557" "3.23976" "2.93991" "3.40664" "3.29746" "3.143" "3.18211" "3.42866" "3.45929" "3.26718" "3.72173" "3.14283" "3.46442" "2.93626" "3.19038" "3.10495" "3.04032" "3.49714" "2.99167" "3.24454" "3.80395" "3.22665" "3.13591" "2.97068" "2.79199" "3.00275" "3.23738" "3.42465" "3.14761" "3.15521" "3.57551" "3.25857" "3.45736" "3.05638" "3.15231" "3.16743" "3.11999" "3.46269" "3.03537" "3.22941" "3.25968" "3.01216" "3.11736" "3.33412" "3.32913" "3.12631" "3.26021" "3.4655" "2.89303" "3.20809" "3.23179" "3.19736" "3.48019" "3.39981" "2.91751" "3.17021" "2.80032" "3.12385" "3.3949" "3.22097" "3.23389" "3.1433" "3.46136" "3.52879" "3.3905" "3.40063" "2.99888" "2.91685" "3.54399" "3.4732" "2.93615" "3.49787" "3.50951" "3.2273" "3.64573" "3.2639" "3.00791" "3.20938" "3.11054" "3.49367" "3.29158" "3.48475" "3.1307" "3.14791" "3.24591" "3.5432" "3.459"
"14416" "4.19408" "4.27173" "4.58941" "4.38915" "4.51761" "4.39613" "4.38646" "4.59664" "4.41401" "4.46501" "4.48631" "4.56957" "4.61015" "4.46068" "4.41672" "4.39815" "4.62548" "4.75223" "3.84087" "4.54123" "3.81735" "4.36459" "4.38228" "4.46766" "4.75392" "4.00732" "4.23318" "4.1161" "4.36312" "4.24591" "4.50681" "4.28899" "4.60717" "4.01234" "4.3815" "4.65909" "4.08666" "4.41697" "4.32593" "4.31708" "4.32935" "4.51909" "4.17385" "4.33788" "4.29667" "4.32327" "4.40249" "4.45742" "4.32417" "4.37787" "4.30219" "4.85549" "4.83671" "4.14602" "4.75062" "4.15714" "5.05893" "4.48298" "4.29974" "4.2643" "4.40762" "4.44514" "4.27943" "4.16409" "4.81973" "4.29168" "4.33133" "4.60891" "4.11112" "4.38915" "4.47567" "4.26192" "4.49469" "4.63616" "3.86053" "4.6016" "4.36096" "4.36395" "4.38221" "4.1414" "4.32861" "4.35824" "4.21791" "4.15036" "4.49251" "4.13828" "4.24095" "4.50754" "4.6967" "4.35401" "4.00927" "4.19757" "4.40333" "4.26393" "4.28487" "4.46558" "4.57277" "4.00623" "4.7617" "4.34505" "4.50565" "3.96823" "4.53793" "4.15816" "4.46039" "4.67722" "4.49543" "4.13266"
